Customer ID,Age,Gender,Item Purchased,Category,Unit sold,Unit Price,Purchase_Amount_inr,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
179,61,Male,Skirt,Clothing,1,2150,2150,Aizawl,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,23,Paytm,Quarterly
180,64,Male,Boots,Footwear,3,1550,4650,Shillong,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,19,Credit Card,Fortnightly
181,51,Male,Sandals,Footwear,2,4050,8100,Patna,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly
182,32,Male,Pants,Clothing,2,3050,6100,Ranchi,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,40,Net Banking,Weekly
183,38,Male,Gloves,Accessories,1,4800,4800,Bhubaneswar,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Amazon Pay,Annually
184,58,Male,Skirt,Clothing,1,1450,1450,Visakhapatnam,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,41,EMI,Weekly
185,32,Male,Sneakers,Footwear,3,1650,4950,Vijayawada,L,Cyan,Spring,3,Yes,Express,Yes,Yes,17,Cash,Fortnightly
186,46,Male,T-shirt,Clothing,1,1600,1600,Kochi,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,46,Bank Transfer,Fortnightly
187,39,Male,Backpack,Accessories,2,2800,5600,Thiruvananthapuram,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,10,Debit Card,Annually
188,19,Male,Shoes,Footwear,3,4700,14100,Coimbatore,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,49,Bank Transfer,Bi-Weekly
189,50,Male,Hoodie,Clothing,3,2650,7950,Madurai,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,36,Bank Transfer,Bi-Weekly
190,36,Male,Blouse,Clothing,3,4100,12300,Mysuru,M,Maroon,Fall,,Yes,Next Day Air,Yes,Yes,20,Credit Card,Weekly
191,65,Male,Coat,Outerwear,2,3500,7000,Mangaluru,XL,Beige,Fall,3,Yes,Free Shipping,Yes,Yes,21,Cash,Quarterly
192,64,Male,Hat,Accessories,1,3800,3800,Nashik,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,13,UPI,Every 3 Months
193,46,Male,Shoes,Footwear,1,1450,1450,Aurangabad,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,21,PhonePe,Bi-Weekly
194,36,Male,Belt,Accessories,1,5000,5000,Kolhapur,S,Silver,Fall,3,Yes,Standard,Yes,Yes,28,Google Pay,Annually
195,51,Male,Backpack,Accessories,2,4700,9400,Thane,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,22,Paytm,Quarterly
196,51,Male,Jacket,Outerwear,3,1250,3750,Navi Mumbai,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,3,Credit Card,Monthly
197,38,Male,Boots,Footwear,3,4400,13200,Vasai-Virar,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,19,Debit Card,Fortnightly
198,59,Male,Scarf,Accessories,1,3900,3900,Kalyan-Dombivli,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,33,Net Banking,Monthly
199,57,Male,Jewelry,Accessories,3,2250,6750,Noida,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,19,Amazon Pay,Fortnightly
200,54,Male,Hat,Accessories,2,3650,7300,Gurugram,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,37,Amazon Pay,Weekly
201,25,Male,Dress,Clothing,2,3050,6100,Faridabad,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Amazon Pay,Monthly
202,69,Male,Blouse,Clothing,2,1100,2200,Ghaziabad,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,43,Amazon Pay,Annually
203,57,Male,Hat,Accessories,1,1900,1900,Chandigarh,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,19,Amazon Pay,Annually
204,70,Male,Scarf,Accessories,1,1900,1900,Ludhiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Weekly
205,24,Male,Sneakers,Footwear,2,5000,10000,Amritsar,M,Yellow,Fall,4,Yes,Store Pickup,Yes,Yes,21,Cash,Bi-Weekly
206,67,Male,Shirt,Clothing,3,3200,9600,Jammu,M,Silver,Winter,3,Yes,Standard,Yes,Yes,34,Cash,Weekly
207,24,Male,T-shirt,Clothing,2,2750,5500,Srinagar,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,18,UPI,Fortnightly
208,62,Male,Gloves,Accessories,3,4550,13650,Shimla,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,22,PhonePe,Bi-Weekly
209,57,Male,Skirt,Clothing,3,1900,5700,Dehradun,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,16,Google Pay,Monthly
210,55,Male,Sandals,Footwear,3,4850,14550,Agra,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,25,Paytm,Every 3 Months
211,45,Male,Jacket,Outerwear,3,1100,3300,Varanasi,L,Teal,Fall,3,Yes,2-Day Shipping,Yes,Yes,49,Credit Card,Fortnightly
212,69,Male,Skirt,Clothing,1,4600,4600,Prayagraj,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,25,Debit Card,Fortnightly
213,67,Male,Handbag,Accessories,5,4200,21000,Gwalior,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,27,Net Banking,Annually
214,30,Male,Handbag,Accessories,3,4650,13950,Jabalpur,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,8,Amazon Pay,Every 3 Months
215,24,Male,Jacket,Outerwear,2,2500,5000,Raipur,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,45,EMI,Every 3 Months
216,62,Male,Scarf,Accessories,1,3200,3200,Goa,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,30,Cash,Bi-Weekly
217,43,Male,Shorts,Clothing,3,3050,9150,Udaipur,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,50,UPI,Weekly
218,35,Male,Sunglasses,Accessories,3,2400,7200,Jodhpur,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,30,PhonePe,Annually
219,28,Male,T-shirt,Clothing,3,2250,6750,Rajkot,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,4,Google Pay,Quarterly
220,32,Male,Belt,Accessories,3,4400,13200,Vadodara,M,Cyan,Spring,3,Yes,Free Shipping,Yes,Yes,48,Paytm,Fortnightly
221,39,Male,Sneakers,Footwear,2,2850,5700,Siliguri,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,34,Credit Card,Fortnightly
222,28,Male,Hat,Accessories,3,3400,10200,Guwahati,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,48,Debit Card,Quarterly
223,47,Male,Gloves,Accessories,1,4700,4700,Imphal,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,39,Net Banking,Fortnightly
224,20,Male,Pants,Clothing,3,2050,6150,Aizawl,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,46,Amazon Pay,Annually
225,63,Male,Socks,Clothing,2,4150,8300,Shillong,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,9,EMI,Every 3 Months
226,25,Male,Jacket,Outerwear,1,1100,1100,Mumbai,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,46,Bank Transfer,Annually
227,29,Male,Shoes,Footwear,3,3700,11100,Pune,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,2,Google Pay,Monthly
228,50,Male,Jeans,Clothing,3,4500,13500,Delhi,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,37,Cash,Fortnightly
229,18,Male,Socks,Clothing,2,3950,7900,Bengaluru,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,31,EMI,Annually
230,70,Male,Sandals,Footwear,3,1400,4200,Hyderabad,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,46,Debit Card,Every 3 Months
231,66,Male,Scarf,Accessories,1,4400,4400,Chennai,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,2,Paytm,Annually
232,28,Male,Blouse,Clothing,1,1300,1300,Kolkata,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Net Banking,Every 3 Months
233,54,Male,Jewelry,Accessories,3,1350,4050,Ahmedabad,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,6,UPI,Bi-Weekly
234,19,Male,Sweater,Clothing,3,4150,12450,Surat,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,20,Amazon Pay,Every 3 Months
235,20,Male,Gloves,Accessories,3,1950,5850,Jaipur,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Credit Card,Weekly
236,43,Male,Sunglasses,Accessories,3,4450,13350,Lucknow,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,10,PhonePe,Quarterly
237,38,Male,Coat,Outerwear,2,3400,6800,Kanpur,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,25,Google Pay,Fortnightly
238,50,Male,Dress,Clothing,3,4500,13500,Nagpur,M,Beige,Summer,3,Yes,Store Pickup,Yes,Yes,40,Cash,Fortnightly
239,64,Male,Skirt,Clothing,3,1700,5100,Indore,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,EMI,Annually
240,49,Male,Pants,Clothing,3,2550,7650,Bhopal,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,41,Debit Card,Bi-Weekly
241,47,Male,Sweater,Clothing,1,2250,2250,Patna,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,32,Paytm,Fortnightly
242,36,Male,Hoodie,Clothing,1,4400,4400,Ranchi,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,45,Net Banking,Bi-Weekly
243,55,Male,Coat,Outerwear,1,4250,4250,Bhubaneswar,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,26,UPI,Every 3 Months
244,25,Male,Jewelry,Accessories,2,5000,10000,Visakhapatnam,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,47,Amazon Pay,Monthly
245,53,Male,Belt,Accessories,1,2100,2100,Vijayawada,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,25,Credit Card,Weekly
246,49,Male,Sandals,Footwear,2,2650,5300,Kochi,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,15,PhonePe,Fortnightly
247,35,Male,Sunglasses,Accessories,2,4300,8600,Thiruvananthapuram,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,26,Credit Card,Bi-Weekly
248,29,Male,Sweater,Clothing,2,3300,6600,Coimbatore,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,11,UPI,Weekly
249,47,Male,Belt,Accessories,3,5000,15000,Madurai,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,25,Paytm,Weekly
250,53,Male,Handbag,Accessories,3,2350,7050,Mysuru,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,14,Cash,Annually
251,33,Male,Skirt,Clothing,1,1250,1250,Mangaluru,L,Black,Fall,4,Yes,Express,Yes,Yes,28,Amazon Pay,Weekly
252,21,Male,Handbag,Accessories,2,2550,5100,Nashik,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,33,PhonePe,Annually
253,32,Male,Shorts,Clothing,1,2050,2050,Aurangabad,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,16,Net Banking,Fortnightly
254,52,Male,Boots,Footwear,1,3650,3650,Kolhapur,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,14,EMI,Bi-Weekly
255,67,Male,Sunglasses,Accessories,2,2100,4200,Thane,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,8,Google Pay,Bi-Weekly
256,43,Male,Scarf,Accessories,3,1000,3000,Navi Mumbai,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Annually
257,58,Male,Jewelry,Accessories,4,1500,6000,Vasai-Virar,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,16,UPI,Every 3 Months
258,20,Male,Handbag,Accessories,1,2650,2650,Kalyan-Dombivli,M,Red,Summer,4.5,Yes,Express,Yes,Yes,40,PhonePe,Quarterly
259,61,Male,Gloves,Accessories,1,3700,3700,Noida,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,14,Google Pay,Quarterly
260,32,Male,Jeans,Clothing,2,2850,5700,Gurugram,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,34,Paytm,Annually
261,38,Male,Hat,Accessories,3,2850,8550,Faridabad,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Every 3 Months
262,21,Male,Jeans,Clothing,2,3850,7700,Ghaziabad,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,45,Debit Card,Annually
263,37,Male,Pants,Clothing,2,2000,4000,Chandigarh,M,Teal,Summer,,Yes,Next Day Air,Yes,Yes,14,Cash,Annually
264,27,Male,Shorts,Clothing,3,2300,6900,Ludhiana,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,12,Net Banking,Monthly
265,36,Male,Pants,Clothing,1,3900,3900,Amritsar,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,20,Amazon Pay,Annually
266,32,Male,Backpack,Accessories,1,2950,2950,Jammu,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,24,EMI,Bi-Weekly
267,51,Male,Jewelry,Accessories,3,3750,11250,Srinagar,L,White,Summer,3.1,Yes,Express,Yes,Yes,29,UPI,Weekly
268,64,Male,Sweater,Clothing,1,2700,2700,Shimla,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,12,PhonePe,Annually
269,68,Male,Shoes,Footwear,2,2100,4200,Dehradun,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,24,Google Pay,Monthly
270,68,Male,Blouse,Clothing,2,2200,4400,Agra,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,46,Paytm,Bi-Weekly
271,33,Male,Jeans,Clothing,2,2600,5200,Varanasi,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually
272,65,Male,Sunglasses,Accessories,1,3450,3450,Prayagraj,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,44,Debit Card,Fortnightly
273,48,Male,Jewelry,Accessories,2,1300,2600,Gwalior,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,40,Cash,Bi-Weekly
274,69,Male,Coat,Outerwear,2,1650,3300,Jabalpur,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,10,Net Banking,Quarterly
275,59,Male,Jewelry,Accessories,1,1600,1600,Raipur,M,Indigo,Spring,3,Yes,Express,Yes,Yes,32,Amazon Pay,Bi-Weekly
276,48,Male,Backpack,Accessories,2,4250,8500,Goa,XL,Lavender,Winter,4,Yes,Express,Yes,Yes,27,EMI,Weekly
277,25,Male,Skirt,Clothing,2,1500,3000,Udaipur,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,44,Cash,Fortnightly
278,29,Male,Shirt,Clothing,3,1450,4350,Jodhpur,M,Green,Winter,3,Yes,Store Pickup,Yes,Yes,13,Debit Card,Bi-Weekly
279,57,Male,Sweater,Clothing,2,4750,9500,Rajkot,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,46,Debit Card,Annually
280,23,Male,Sneakers,Footwear,1,3450,3450,Vadodara,L,Turquoise,Summer,4,Yes,Standard,Yes,Yes,38,Credit Card,Monthly
281,45,Male,Sandals,Footwear,1,3450,3450,Siliguri,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,44,Debit Card,Bi-Weekly
282,38,Male,Belt,Accessories,3,3050,9150,Guwahati,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,5,Paytm,Bi-Weekly
283,21,Male,Skirt,Clothing,1,4700,4700,Imphal,M,Teal,Summer,3,Yes,2-Day Shipping,Yes,Yes,10,Credit Card,Monthly
284,32,Male,Sweater,Clothing,2,1500,3000,Aizawl,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,26,Debit Card,Annually
285,63,Male,Skirt,Clothing,3,2250,6750,Shillong,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,36,Cash on Delivery,Quarterly
286,29,Male,Handbag,Accessories,1,1950,1950,Patna,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,32,Net Banking,Bi-Weekly
287,27,Male,Jewelry,Accessories,2,2550,5100,Ranchi,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,35,Amazon Pay,Annually
288,56,Male,Scarf,Accessories,1,1850,1850,Bhubaneswar,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,25,EMI,Fortnightly
289,30,Male,T-shirt,Clothing,2,3100,6200,Visakhapatnam,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,4,UPI,Bi-Weekly
290,49,Male,Coat,Outerwear,3,4250,12750,Vijayawada,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,16,PhonePe,Monthly
291,58,Male,T-shirt,Clothing,3,1650,4950,Kochi,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,2,Google Pay,Weekly
292,57,Male,Dress,Clothing,2,1300,2600,Thiruvananthapuram,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,9,Paytm,Monthly
293,60,Male,Shoes,Footwear,2,4950,9900,Coimbatore,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,48,Credit Card,Quarterly
294,69,Male,Handbag,Accessories,2,1950,3900,Madurai,M,White,Spring,2.7,Yes,Express,Yes,Yes,32,Debit Card,Annually
295,70,Male,Skirt,Clothing,2,1000,2000,Mysuru,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,37,Cash,Every 3 Months
296,53,Male,Sunglasses,Accessories,1,2100,2100,Mangaluru,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,20,UPI,Quarterly
297,25,Male,Sandals,Footwear,1,3700,3700,Nashik,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,35,PhonePe,Weekly
298,48,Male,Shoes,Footwear,1,1300,1300,Aurangabad,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,46,Google Pay,Bi-Weekly
299,69,Male,T-shirt,Clothing,3,2650,7950,Kolhapur,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,3,Paytm,Every 3 Months
300,25,Male,Sneakers,Footwear,2,4000,8000,Thane,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,13,Credit Card,Fortnightly
301,29,Male,Hat,Accessories,1,4900,4900,Navi Mumbai,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,37,Debit Card,Weekly
302,46,Male,Skirt,Clothing,5,4750,23750,Vasai-Virar,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,24,Net Banking,Every 3 Months
303,37,Male,Sweater,Clothing,3,2200,6600,Kalyan-Dombivli,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,43,Amazon Pay,Every 3 Months
304,20,Male,Sandals,Footwear,1,3000,3000,Noida,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,24,EMI,Weekly
305,40,Male,Dress,Clothing,1,4200,4200,Gurugram,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
306,60,Male,Sweater,Clothing,3,2950,8850,Faridabad,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Annually
307,26,Male,Jacket,Outerwear,2,2450,4900,Ghaziabad,S,White,Summer,3.6,Yes,Express,Yes,Yes,30,Debit Card,Annually
308,29,Male,Gloves,Accessories,3,1600,4800,Chandigarh,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,12,Credit Card,Every 3 Months
309,66,Male,Handbag,Accessories,1,1450,1450,Ludhiana,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,12,Credit Card,Bi-Weekly
310,66,Male,Dress,Clothing,3,1100,3300,Amritsar,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,26,Credit Card,Fortnightly
311,56,Male,Pants,Clothing,2,4250,8500,Jammu,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,3,Debit Card,Fortnightly
312,69,Male,Jeans,Clothing,2,2600,5200,Srinagar,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,26,Credit Card,Monthly
313,38,Male,Pants,Clothing,1,4450,4450,Shimla,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,23,Credit Card,Annually
314,42,Male,Dress,Clothing,1,3850,3850,Dehradun,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,32,Debit Card,Every 3 Months
315,30,Male,Pants,Clothing,1,1200,1200,Agra,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,10,Cash,Every 3 Months
316,66,Male,Jewelry,Accessories,1,1200,1200,Varanasi,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,3,UPI,Annually
317,36,Male,Handbag,Accessories,3,1100,3300,Prayagraj,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,48,PhonePe,Monthly
318,58,Male,Sweater,Clothing,1,4100,4100,Gwalior,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,16,Google Pay,Every 3 Months
319,45,Male,Backpack,Accessories,1,3350,3350,Jabalpur,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,50,Paytm,Annually
320,47,Male,Shorts,Clothing,1,3700,3700,Raipur,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months
321,66,Male,Jewelry,Accessories,2,3600,7200,Goa,L,White,Summer,4.9,Yes,Standard,Yes,Yes,49,Debit Card,Quarterly
322,41,Male,Sneakers,Footwear,2,1800,3600,Udaipur,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,14,Net Banking,Quarterly
323,41,Male,Belt,Accessories,2,4750,9500,Jodhpur,S,Cyan,Winter,3,Yes,Standard,Yes,Yes,31,Amazon Pay,Monthly
324,66,Male,Hoodie,Clothing,2,3900,7800,Rajkot,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,18,EMI,Bi-Weekly
325,37,Male,Shirt,Clothing,2,4100,8200,Vadodara,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,17,Cash,Quarterly
326,70,Male,Pants,Clothing,1,3500,3500,Siliguri,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,2,Cash,Annually
327,62,Male,Scarf,Accessories,3,2050,6150,Guwahati,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,44,Debit Card,Weekly
328,61,Male,Coat,Outerwear,2,2100,4200,Imphal,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,3,Cash,Weekly
329,48,Male,Coat,Outerwear,2,2500,5000,Aizawl,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,29,UPI,Weekly
330,70,Male,Socks,Clothing,3,1550,4650,Shillong,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,19,PhonePe,Monthly
331,46,Male,Sweater,Clothing,2,2550,5100,Mumbai,M,Beige,Winter,,Yes,Express,Yes,Yes,27,Google Pay,Bi-Weekly
332,31,Male,Shirt,Clothing,2,4900,9800,Pune,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,15,Paytm,Quarterly
333,19,Male,Shirt,Clothing,2,4300,8600,Delhi,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,7,Credit Card,Monthly
334,39,Male,Sweater,Clothing,1,3200,3200,Bengaluru,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,47,Debit Card,Bi-Weekly
335,41,Male,Blouse,Clothing,4,2300,9200,Hyderabad,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,35,Net Banking,Annually
336,20,Male,Sweater,Clothing,2,4250,8500,Chennai,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,47,Amazon Pay,Every 3 Months
337,36,Male,Hat,Accessories,1,4050,4050,Kolkata,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,38,EMI,Annually
338,32,Male,Sweater,Clothing,2,2950,5900,Ahmedabad,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,7,Credit Card,Annually
339,69,Male,Hoodie,Clothing,1,3950,3950,Surat,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,21,Credit Card,Weekly
340,40,Male,Shorts,Clothing,3,1650,4950,Jaipur,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months
341,40,Male,Shorts,Clothing,1,2350,2350,Lucknow,L,Blue,Summer,3.5,Yes,Express,Yes,Yes,20,Bank Transfer,Every 3 Months
342,20,Male,Hat,Accessories,2,1000,2000,Kanpur,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,31,Debit Card,Bi-Weekly
343,64,Male,Coat,Outerwear,3,1800,5400,Nagpur,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
344,27,Male,Sandals,Footwear,3,1950,5850,Indore,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,44,Debit Card,Monthly
345,24,Male,Skirt,Clothing,3,3550,10650,Bhopal,M,Charcoal,Winter,4,Yes,Standard,Yes,Yes,47,Credit Card,Monthly
346,48,Male,Shoes,Footwear,1,2950,2950,Patna,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,18,Cash,Annually
347,49,Male,Jeans,Clothing,3,2500,7500,Ranchi,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,37,Credit Card,Weekly
348,36,Male,Sandals,Footwear,2,2050,4100,Bhubaneswar,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,1,Credit Card,Fortnightly
349,56,Male,Blouse,Clothing,2,2950,5900,Visakhapatnam,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,46,Cash,Fortnightly
350,37,Male,Hat,Accessories,1,4350,4350,Vijayawada,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,15,UPI,Bi-Weekly
351,42,Male,Sweater,Clothing,1,3400,3400,Kochi,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,29,PhonePe,Fortnightly
352,28,Male,Skirt,Clothing,3,4500,13500,Thiruvananthapuram,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,35,Google Pay,Bi-Weekly
353,27,Male,Jeans,Clothing,3,3550,10650,Coimbatore,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,21,Paytm,Every 3 Months
354,63,Male,Sneakers,Footwear,1,3200,3200,Madurai,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,48,Credit Card,Monthly
355,58,Male,Jewelry,Accessories,3,3800,11400,Mysuru,S,Olive,Fall,3,Yes,Free Shipping,Yes,Yes,21,Debit Card,Weekly
356,37,Male,Jewelry,Accessories,3,2100,6300,Mangaluru,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,25,Net Banking,Every 3 Months
357,56,Male,Pants,Clothing,1,4000,4000,Nashik,L,Black,Spring,,Yes,Standard,Yes,Yes,46,Amazon Pay,Weekly
